model,time_seconds
random_forest,214.82607460021973
xgboost,28.334289073944092
lightgbm,191.37534856796265
svm,40.67272686958313
ridge,8.754721641540527
knn,3.2596261501312256
adaboost,99.6119658946991
naive_bayes,0.4895613193511963
elastic_net,2.5544817447662354
mlp,55.43667483329773
cnn_1d,254.4322738647461
tabnet,107.76898050308228
gnn_embedding,36.946362257003784
federated_gnn,72.03658151626587
